customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2959,Customer 2959,customer2959@example.com,IN,2019-03-12,Standard,8081.67
2960,Customer 2960,customer2960@example.com,DE,2019-02-20,Basic,8638.42
2961,Customer 2961,customer2961@example.com,AU,2018-02-20,Premium,3258.36
2962,Customer 2962,customer2962@example.com,IN,2023-09-08,Standard,6894.36
2963,Customer 2963,customer2963@example.com,US,2023-06-15,Basic,9603.22
2964,Customer 2964,customer2964@example.com,FR,2022-09-27,Premium,3099.25
2965,Customer 2965,customer2965@example.com,DE,2019-04-20,Basic,8090.54
2966,Customer 2966,customer2966@example.com,FR,2023-08-19,Standard,7831.93
2967,Customer 2967,customer2967@example.com,CA,2021-10-04,Basic,9720.53
2968,Customer 2968,customer2968@example.com,US,2020-01-03,Standard,5363.95
2969,Customer 2969,customer2969@example.com,FR,2018-11-24,Premium,168.87
2970,Customer 2970,customer2970@example.com,CA,2024-08-14,Standard,2056.37
2971,Customer 2971,customer2971@example.com,AU,2024-11-22,Basic,8734.83
2972,Customer 2972,customer2972@example.com,FR,2018-07-18,Standard,2888.97
2973,Customer 2973,customer2973@example.com,US,2023-06-29,Standard,3734.33
2974,Customer 2974,customer2974@example.com,IN,2022-02-21,Standard,4314.46
2975,Customer 2975,customer2975@example.com,CA,2021-04-28,Premium,5473.21
2976,Customer 2976,customer2976@example.com,UK,2021-04-16,Standard,4228.90
2977,Customer 2977,customer2977@example.com,FR,2021-08-22,Standard,6396.23
2978,Customer 2978,customer2978@example.com,IN,2019-04-03,Standard,7345.85
2979,Customer 2979,customer2979@example.com,IN,2022-06-11,Premium,1834.81
2980,Customer 2980,customer2980@example.com,IN,2019-01-23,Premium,7295.20
2981,Customer 2981,customer2981@example.com,CA,2023-07-15,Standard,8937.90
2982,Customer 2982,customer2982@example.com,DE,2023-02-20,Basic,6210.69
2983,Customer 2983,customer2983@example.com,AU,2023-11-15,Basic,4638.35
2984,Customer 2984,customer2984@example.com,US,2021-08-30,Standard,479.05
2985,Customer 2985,customer2985@example.com,IN,2019-02-19,Standard,5175.06
2986,Customer 2986,customer2986@example.com,CA,2018-11-19,Standard,9281.66
2987,Customer 2987,customer2987@example.com,CA,2021-05-21,Standard,4067.32
2988,Customer 2988,customer2988@example.com,UK,2020-11-18,Basic,6563.66
2989,Customer 2989,customer2989@example.com,US,2022-11-11,Premium,7957.08
2990,Customer 2990,customer2990@example.com,IN,2020-12-04,Standard,6194.26
2991,Customer 2991,customer2991@example.com,IN,2020-09-25,Basic,8009.65
2992,Customer 2992,customer2992@example.com,DE,2024-06-06,Standard,2230.57
2993,Customer 2993,customer2993@example.com,FR,2021-01-30,Basic,6919.75
2994,Customer 2994,customer2994@example.com,UK,2021-02-07,Basic,6747.25
2995,Customer 2995,customer2995@example.com,IN,2022-06-21,Premium,6814.26
2996,Customer 2996,customer2996@example.com,DE,2018-01-21,Standard,2150.65
2997,Customer 2997,customer2997@example.com,AU,2022-08-25,Basic,1384.69
2998,Customer 2998,customer2998@example.com,DE,2023-03-10,Basic,7923.56
2999,Customer 2999,customer2999@example.com,CA,2021-07-27,Premium,2291.10
3000,Customer 3000,customer3000@example.com,US,2021-08-22,Premium,730.85
3001,Customer 3001,customer3001@example.com,DE,2024-10-31,Standard,5920.35
3002,Customer 3002,customer3002@example.com,CA,2024-09-04,Standard,5460.43
3003,Customer 3003,customer3003@example.com,FR,2024-04-03,Premium,3495.21
3004,Customer 3004,customer3004@example.com,DE,2021-11-19,Standard,1602.61
3005,Customer 3005,customer3005@example.com,AU,2023-08-06,Premium,5369.18
3006,Customer 3006,customer3006@example.com,UK,2022-05-17,Standard,4089.09
3007,Customer 3007,customer3007@example.com,CA,2024-05-29,Premium,6350.70
3008,Customer 3008,customer3008@example.com,IN,2021-11-15,Premium,2154.76
3009,Customer 3009,customer3009@example.com,IN,2022-02-21,Standard,2989.05
3010,Customer 3010,customer3010@example.com,DE,2023-01-24,Basic,4727.06
3011,Customer 3011,customer3011@example.com,UK,2024-07-23,Premium,6280.22
3012,Customer 3012,customer3012@example.com,IN,2022-11-03,Standard,9958.68
3013,Customer 3013,customer3013@example.com,US,2021-03-08,Basic,7466.11
3014,Customer 3014,customer3014@example.com,UK,2022-03-18,Basic,1403.80
3015,Customer 3015,customer3015@example.com,IN,2019-05-21,Premium,4017.92
3016,Customer 3016,customer3016@example.com,UK,2019-03-30,Basic,2964.55
3017,Customer 3017,customer3017@example.com,AU,2019-10-14,Basic,9791.08
3018,Customer 3018,customer3018@example.com,IN,2022-08-01,Standard,7537.68
3019,Customer 3019,customer3019@example.com,FR,2024-09-20,Standard,3262.09
3020,Customer 3020,customer3020@example.com,DE,2019-03-09,Basic,8859.10
3021,Customer 3021,customer3021@example.com,CA,2021-07-25,Basic,5402.71
3022,Customer 3022,customer3022@example.com,FR,2020-07-11,Standard,4998.85
3023,Customer 3023,customer3023@example.com,FR,2021-03-18,Standard,1653.98
3024,Customer 3024,customer3024@example.com,AU,2019-12-29,Standard,2955.24
3025,Customer 3025,customer3025@example.com,IN,2021-09-30,Standard,6596.29
3026,Customer 3026,customer3026@example.com,CA,2019-02-07,Standard,5843.56
3027,Customer 3027,customer3027@example.com,FR,2022-09-10,Standard,1969.86
3028,Customer 3028,customer3028@example.com,US,2024-12-09,Premium,1471.86
3029,Customer 3029,customer3029@example.com,IN,2023-08-24,Premium,6035.72
3030,Customer 3030,customer3030@example.com,CA,2022-08-02,Premium,3317.70
3031,Customer 3031,customer3031@example.com,UK,2019-11-13,Basic,6292.40
3032,Customer 3032,customer3032@example.com,CA,2019-01-08,Standard,324.92
3033,Customer 3033,customer3033@example.com,IN,2022-05-14,Basic,5162.22
3034,Customer 3034,customer3034@example.com,UK,2019-10-24,Standard,3753.74
3035,Customer 3035,customer3035@example.com,AU,2020-09-07,Premium,4774.47
3036,Customer 3036,customer3036@example.com,CA,2020-03-29,Standard,1413.24
3037,Customer 3037,customer3037@example.com,US,2018-05-07,Premium,5818.26
3038,Customer 3038,customer3038@example.com,FR,2020-09-30,Basic,6072.16
3039,Customer 3039,customer3039@example.com,UK,2019-12-26,Standard,5052.13
3040,Customer 3040,customer3040@example.com,US,2024-10-10,Standard,8733.65
3041,Customer 3041,customer3041@example.com,UK,2020-09-29,Standard,7248.26
3042,Customer 3042,customer3042@example.com,US,2018-01-29,Basic,419.99
3043,Customer 3043,customer3043@example.com,CA,2022-07-23,Basic,9955.79
3044,Customer 3044,customer3044@example.com,AU,2022-04-28,Premium,7852.12
3045,Customer 3045,customer3045@example.com,DE,2024-01-10,Premium,7186.37
3046,Customer 3046,customer3046@example.com,IN,2023-12-28,Basic,334.83
3047,Customer 3047,customer3047@example.com,FR,2018-09-02,Standard,8135.46
3048,Customer 3048,customer3048@example.com,AU,2018-06-13,Standard,4054.35
3049,Customer 3049,customer3049@example.com,IN,2022-12-08,Standard,7895.49
3050,Customer 3050,customer3050@example.com,US,2019-08-21,Standard,7603.61
3051,Customer 3051,customer3051@example.com,IN,2019-04-03,Basic,1772.64
3052,Customer 3052,customer3052@example.com,FR,2021-10-23,Premium,9138.45
3053,Customer 3053,customer3053@example.com,AU,2023-05-31,Premium,2718.63
3054,Customer 3054,customer3054@example.com,DE,2018-10-31,Standard,9002.03
3055,Customer 3055,customer3055@example.com,FR,2020-09-29,Standard,3490.18
3056,Customer 3056,customer3056@example.com,CA,2022-12-27,Standard,7895.00
3057,Customer 3057,customer3057@example.com,CA,2020-11-22,Basic,2825.46
3058,Customer 3058,customer3058@example.com,US,2019-07-28,Premium,5265.62
3059,Customer 3059,customer3059@example.com,US,2020-06-24,Standard,5679.04
3060,Customer 3060,customer3060@example.com,CA,2021-04-07,Standard,9453.44
3061,Customer 3061,customer3061@example.com,UK,2024-05-14,Basic,3116.94
3062,Customer 3062,customer3062@example.com,CA,2022-12-07,Basic,3019.31
3063,Customer 3063,customer3063@example.com,CA,2019-06-11,Premium,6113.75
3064,Customer 3064,customer3064@example.com,AU,2022-04-23,Standard,6403.95
3065,Customer 3065,customer3065@example.com,US,2020-05-16,Basic,3099.27
3066,Customer 3066,customer3066@example.com,IN,2018-02-19,Standard,3705.20
3067,Customer 3067,customer3067@example.com,IN,2023-10-18,Standard,4822.05
3068,Customer 3068,customer3068@example.com,UK,2021-11-10,Basic,1643.18
3069,Customer 3069,customer3069@example.com,AU,2023-08-15,Standard,5281.04
3070,Customer 3070,customer3070@example.com,FR,2023-06-11,Basic,1774.30
3071,Customer 3071,customer3071@example.com,IN,2023-05-29,Premium,4891.58
3072,Customer 3072,customer3072@example.com,FR,2018-02-28,Basic,9474.79
3073,Customer 3073,customer3073@example.com,DE,2020-07-09,Standard,2143.65
3074,Customer 3074,customer3074@example.com,UK,2021-02-13,Basic,7802.34
3075,Customer 3075,customer3075@example.com,AU,2019-05-05,Basic,2049.73
3076,Customer 3076,customer3076@example.com,FR,2023-02-25,Basic,9135.75
3077,Customer 3077,customer3077@example.com,US,2023-11-17,Premium,7439.64
3078,Customer 3078,customer3078@example.com,DE,2018-05-15,Standard,6301.38
3079,Customer 3079,customer3079@example.com,DE,2023-09-10,Premium,2787.59
3080,Customer 3080,customer3080@example.com,IN,2024-01-12,Premium,9707.33
3081,Customer 3081,customer3081@example.com,US,2023-01-04,Basic,5277.19
3082,Customer 3082,customer3082@example.com,UK,2020-11-14,Basic,1908.58
3083,Customer 3083,customer3083@example.com,CA,2020-09-30,Premium,6927.41
3084,Customer 3084,customer3084@example.com,FR,2019-12-28,Premium,9795.84
3085,Customer 3085,customer3085@example.com,DE,2024-03-10,Standard,1004.46
3086,Customer 3086,customer3086@example.com,UK,2018-09-18,Premium,5273.32
3087,Customer 3087,customer3087@example.com,US,2020-04-30,Premium,2515.01
3088,Customer 3088,customer3088@example.com,AU,2024-07-08,Standard,4696.29
3089,Customer 3089,customer3089@example.com,IN,2018-07-29,Standard,7921.16
3090,Customer 3090,customer3090@example.com,US,2020-03-15,Standard,1252.42
3091,Customer 3091,customer3091@example.com,US,2023-05-04,Premium,1088.77
3092,Customer 3092,customer3092@example.com,IN,2020-05-30,Basic,4923.58
3093,Customer 3093,customer3093@example.com,IN,2018-02-09,Basic,4354.58
3094,Customer 3094,customer3094@example.com,US,2022-12-19,Basic,2028.51
3095,Customer 3095,customer3095@example.com,AU,2024-11-21,Standard,9923.15
3096,Customer 3096,customer3096@example.com,DE,2022-07-26,Basic,2780.36
3097,Customer 3097,customer3097@example.com,CA,2019-12-25,Standard,5122.20
3098,Customer 3098,customer3098@example.com,IN,2021-03-08,Basic,3066.41
3099,Customer 3099,customer3099@example.com,AU,2023-12-20,Premium,3477.31
3100,Customer 3100,customer3100@example.com,CA,2024-04-17,Basic,3157.16
3101,Customer 3101,customer3101@example.com,FR,2019-04-02,Premium,4927.05
3102,Customer 3102,customer3102@example.com,DE,2023-09-19,Standard,5008.30
3103,Customer 3103,customer3103@example.com,UK,2018-09-26,Standard,6762.46
3104,Customer 3104,customer3104@example.com,US,2022-12-21,Standard,6415.04
3105,Customer 3105,customer3105@example.com,IN,2020-01-19,Premium,7810.04
3106,Customer 3106,customer3106@example.com,AU,2020-08-07,Premium,3141.28
3107,Customer 3107,customer3107@example.com,DE,2021-08-03,Basic,4771.57
3108,Customer 3108,customer3108@example.com,CA,2021-05-14,Basic,2181.89
3109,Customer 3109,customer3109@example.com,CA,2019-09-26,Standard,1648.24
3110,Customer 3110,customer3110@example.com,AU,2022-06-11,Premium,8538.34
3111,Customer 3111,customer3111@example.com,IN,2019-10-06,Standard,9571.40
3112,Customer 3112,customer3112@example.com,FR,2024-09-04,Standard,7819.57
3113,Customer 3113,customer3113@example.com,DE,2020-07-25,Standard,4772.62
3114,Customer 3114,customer3114@example.com,AU,2021-05-28,Standard,1535.37
3115,Customer 3115,customer3115@example.com,DE,2021-12-20,Basic,3221.93
3116,Customer 3116,customer3116@example.com,DE,2022-10-09,Basic,3996.07
3117,Customer 3117,customer3117@example.com,FR,2018-01-24,Standard,647.54
3118,Customer 3118,customer3118@example.com,FR,2021-12-19,Basic,8073.17
3119,Customer 3119,customer3119@example.com,FR,2021-01-28,Premium,8203.48
3120,Customer 3120,customer3120@example.com,UK,2020-05-04,Basic,7195.06
3121,Customer 3121,customer3121@example.com,DE,2022-03-10,Premium,3286.27
3122,Customer 3122,customer3122@example.com,AU,2022-04-16,Standard,5624.87
3123,Customer 3123,customer3123@example.com,CA,2020-03-27,Premium,6213.80
3124,Customer 3124,customer3124@example.com,FR,2021-01-27,Premium,836.83
3125,Customer 3125,customer3125@example.com,UK,2021-08-26,Basic,4848.86
3126,Customer 3126,customer3126@example.com,CA,2024-08-25,Standard,9525.25
3127,Customer 3127,customer3127@example.com,US,2022-05-17,Basic,9601.34
3128,Customer 3128,customer3128@example.com,CA,2023-06-18,Premium,2873.41
3129,Customer 3129,customer3129@example.com,IN,2024-07-28,Standard,687.24
3130,Customer 3130,customer3130@example.com,US,2021-11-04,Standard,5425.17
3131,Customer 3131,customer3131@example.com,FR,2021-03-10,Premium,4771.22
3132,Customer 3132,customer3132@example.com,CA,2018-10-31,Standard,9774.07
3133,Customer 3133,customer3133@example.com,CA,2022-08-22,Premium,8752.11
3134,Customer 3134,customer3134@example.com,IN,2021-05-09,Basic,2079.94
3135,Customer 3135,customer3135@example.com,US,2022-12-01,Premium,3345.64
3136,Customer 3136,customer3136@example.com,IN,2020-12-03,Basic,5357.17
3137,Customer 3137,customer3137@example.com,DE,2018-03-31,Premium,7743.80
3138,Customer 3138,customer3138@example.com,US,2021-07-09,Standard,9060.52
3139,Customer 3139,customer3139@example.com,FR,2020-05-29,Premium,3280.54
3140,Customer 3140,,UK,2023-03-03,Standard,3396.82
3141,Customer 3141,customer3141@example.com,CA,2020-11-26,Standard,6075.81
3142,Customer 3142,customer3142@example.com,US,2019-07-29,Premium,6458.18
3143,Customer 3143,customer3143@example.com,FR,2022-06-12,Standard,8001.16
3144,Customer 3144,customer3144@example.com,AU,2023-12-05,Premium,9138.52
3145,Customer 3145,customer3145@example.com,IN,2022-03-10,Premium,5700.57
3146,Customer 3146,customer3146@example.com,US,2023-08-28,Standard,7922.36
3147,Customer 3147,customer3147@example.com,FR,2021-03-03,Basic,3404.15
3148,Customer 3148,customer3148@example.com,US,2018-11-06,Basic,1012.22
3149,Customer 3149,customer3149@example.com,IN,2019-04-06,Basic,1666.42
3150,Customer 3150,customer3150@example.com,IN,2018-12-26,Basic,9232.72
3151,Customer 3151,customer3151@example.com,IN,2020-02-21,Premium,7694.44
3152,Customer 3152,customer3152@example.com,FR,2021-02-08,Standard,4567.76
3153,Customer 3153,customer3153@example.com,CA,2019-09-16,Basic,3371.25
3154,Customer 3154,customer3154@example.com,UK,2024-06-14,Standard,4595.07
3155,Customer 3155,customer3155@example.com,AU,2022-11-07,Premium,4074.51
3156,Customer 3156,customer3156@example.com,DE,2018-01-27,Basic,8299.40
3157,Customer 3157,customer3157@example.com,US,2018-02-04,Premium,3291.60
3158,Customer 3158,customer3158@example.com,UK,2020-11-26,Premium,5885.33
3159,Customer 3159,customer3159@example.com,AU,2021-08-30,Basic,4631.76
3160,Customer 3160,customer3160@example.com,CA,2020-03-31,Basic,9261.03
3161,Customer 3161,customer3161@example.com,CA,2024-06-20,Premium,1969.59
3162,Customer 3162,customer3162@example.com,UK,2020-04-24,Standard,1897.71
3163,Customer 3163,customer3163@example.com,US,2023-12-25,Basic,9450.50
3164,Customer 3164,customer3164@example.com,US,2019-06-06,Basic,3550.34
3165,Customer 3165,customer3165@example.com,US,2021-09-03,Standard,9291.81
3166,Customer 3166,customer3166@example.com,CA,2020-05-05,Premium,3099.00
3167,Customer 3167,customer3167@example.com,FR,2021-01-15,Premium,9369.39
3168,Customer 3168,customer3168@example.com,UK,2021-12-26,Premium,1459.39
3169,Customer 3169,customer3169@example.com,FR,2019-05-20,Standard,351.70
3170,Customer 3170,customer3170@example.com,AU,2020-05-04,Standard,587.22
3171,Customer 3171,customer3171@example.com,FR,2022-06-24,Premium,2135.76
3172,Customer 3172,customer3172@example.com,FR,2024-08-14,Premium,1019.23
3173,Customer 3173,customer3173@example.com,UK,2023-09-07,Basic,7272.73
3174,Customer 3174,customer3174@example.com,US,2019-10-30,Premium,1291.55
3175,Customer 3175,customer3175@example.com,FR,2024-10-13,Standard,7521.86
3176,Customer 3176,customer3176@example.com,DE,2022-08-28,Premium,2182.24
3177,Customer 3177,customer3177@example.com,US,2023-09-08,Standard,4831.99
3178,Customer 3178,customer3178@example.com,IN,2019-04-04,Standard,259.84
3179,Customer 3179,customer3179@example.com,FR,2022-09-17,Standard,9619.53
3180,Customer 3180,customer3180@example.com,US,2021-12-23,Standard,9462.74
3181,Customer 3181,customer3181@example.com,AU,2018-09-25,Standard,9464.81
3182,Customer 3182,customer3182@example.com,CA,2021-05-16,Premium,9997.09
3183,Customer 3183,customer3183@example.com,US,2022-05-16,Standard,256.92
3184,Customer 3184,customer3184@example.com,DE,2021-08-17,Premium,1493.28
3185,Customer 3185,customer3185@example.com,UK,2019-12-28,Basic,191.81
3186,Customer 3186,customer3186@example.com,IN,2019-09-30,Premium,6981.20
3187,Customer 3187,customer3187@example.com,AU,2018-06-09,Premium,6002.42
3188,Customer 3188,customer3188@example.com,UK,2021-04-15,Standard,6213.79
3189,Customer 3189,customer3189@example.com,AU,2019-10-08,Standard,1806.96
3190,Customer 3190,customer3190@example.com,IN,2019-09-13,Basic,8113.23
3191,Customer 3191,customer3191@example.com,CA,2020-01-14,Standard,8802.87
3192,Customer 3192,customer3192@example.com,US,2019-10-28,Premium,5025.80
3193,Customer 3193,customer3193@example.com,DE,2022-07-12,Basic,3794.52
3194,Customer 3194,customer3194@example.com,AU,2020-12-22,Basic,3278.62
3195,Customer 3195,customer3195@example.com,AU,2018-04-16,Standard,382.12
3196,Customer 3196,customer3196@example.com,FR,2018-05-21,Basic,8733.08
3197,Customer 3197,customer3197@example.com,FR,2018-07-10,Basic,3832.66
3198,Customer 3198,customer3198@example.com,IN,2023-11-22,Premium,1665.91
3199,Customer 3199,customer3199@example.com,US,2021-11-29,Premium,1012.03
3200,Customer 3200,customer3200@example.com,US,2019-04-06,Standard,4697.89
3201,Customer 3201,customer3201@example.com,FR,2024-01-08,Standard,1430.61
3202,Customer 3202,customer3202@example.com,IN,2018-01-03,Standard,4814.81
3203,Customer 3203,customer3203@example.com,DE,2019-06-10,Standard,6598.11
3204,Customer 3204,customer3204@example.com,DE,2024-11-18,Basic,7191.52
3205,Customer 3205,customer3205@example.com,FR,2023-07-12,Basic,8327.78
3206,Customer 3206,customer3206@example.com,IN,2020-03-14,Premium,2271.18
3207,Customer 3207,customer3207@example.com,UK,2019-08-08,Premium,6626.18
3208,Customer 3208,customer3208@example.com,CA,2019-01-24,Basic,4098.00
3209,Customer 3209,customer3209@example.com,IN,2019-03-08,Premium,2339.61
3210,Customer 3210,customer3210@example.com,UK,2021-05-18,Standard,7133.56
3211,Customer 3211,customer3211@example.com,FR,2024-08-16,Basic,5217.35
3212,Customer 3212,customer3212@example.com,DE,2019-06-24,Standard,4278.01
3213,Customer 3213,customer3213@example.com,CA,2019-08-18,Basic,7390.46
3214,Customer 3214,customer3214@example.com,AU,2018-05-21,Basic,9069.54
3215,Customer 3215,customer3215@example.com,FR,2018-07-16,Premium,9797.35
3216,Customer 3216,customer3216@example.com,US,2019-08-09,Basic,437.73
3217,Customer 3217,customer3217@example.com,AU,2020-09-01,Premium,4027.96
3218,Customer 3218,customer3218@example.com,US,2024-06-01,Standard,4890.06
3219,Customer 3219,customer3219@example.com,DE,2020-02-09,Basic,8708.31
3220,Customer 3220,customer3220@example.com,IN,2022-07-20,Standard,9927.72
3221,Customer 3221,customer3221@example.com,FR,2024-12-19,Standard,5504.21
3222,Customer 3222,customer3222@example.com,US,2021-02-18,Basic,7708.26
3223,Customer 3223,customer3223@example.com,DE,2021-10-13,Premium,2627.32
3224,Customer 3224,customer3224@example.com,AU,2023-06-20,Basic,4617.53
3225,Customer 3225,customer3225@example.com,US,2021-11-03,Basic,2702.35
3226,Customer 3226,customer3226@example.com,AU,2022-02-05,Standard,6458.70
3227,Customer 3227,customer3227@example.com,IN,2019-06-02,Premium,2348.54
3228,Customer 3228,customer3228@example.com,FR,2019-04-01,Premium,5549.60
3229,Customer 3229,customer3229@example.com,DE,2019-06-02,Standard,3139.60
3230,Customer 3230,customer3230@example.com,FR,2024-03-16,Premium,9666.30
3231,Customer 3231,customer3231@example.com,IN,2020-01-18,Standard,8218.26
3232,Customer 3232,customer3232@example.com,IN,2020-03-09,Premium,8416.13
3233,Customer 3233,customer3233@example.com,UK,2018-03-10,Premium,7360.78
3234,Customer 3234,customer3234@example.com,DE,2023-11-23,Basic,7821.38
3235,Customer 3235,customer3235@example.com,IN,2023-12-14,Basic,565.25
3236,Customer 3236,customer3236@example.com,IN,2022-01-25,Basic,2381.19
3237,Customer 3237,customer3237@example.com,IN,2019-11-15,Standard,1671.62
3238,Customer 3238,customer3238@example.com,CA,2019-11-10,Basic,6379.69
3239,Customer 3239,customer3239@example.com,IN,2020-07-15,Basic,1605.31
3240,Customer 3240,customer3240@example.com,IN,2022-10-03,Premium,2856.37
3241,Customer 3241,customer3241@example.com,FR,2021-04-29,Standard,9019.47
3242,Customer 3242,customer3242@example.com,FR,2023-05-06,Standard,3287.02
3243,Customer 3243,customer3243@example.com,CA,2021-05-13,Premium,841.22
3244,Customer 3244,customer3244@example.com,CA,2024-03-26,Basic,3184.89
3245,Customer 3245,customer3245@example.com,CA,2024-11-16,Basic,9596.83
3246,Customer 3246,customer3246@example.com,US,2022-08-08,Premium,1523.54
3247,Customer 3247,customer3247@example.com,AU,2019-10-19,Premium,3973.26
3248,Customer 3248,customer3248@example.com,UK,2022-09-13,Standard,5955.02
3249,Customer 3249,customer3249@example.com,UK,2021-12-06,Premium,2340.42
3250,Customer 3250,customer3250@example.com,DE,2019-07-30,Standard,1322.37
3251,Customer 3251,customer3251@example.com,CA,2024-07-27,Basic,1603.28
3252,Customer 3252,customer3252@example.com,FR,2019-08-07,Basic,2827.16
3253,Customer 3253,customer3253@example.com,DE,2018-02-14,Basic,1261.19
3254,Customer 3254,customer3254@example.com,DE,2023-11-18,Premium,7739.41
3255,Customer 3255,customer3255@example.com,IN,2023-04-14,Premium,6638.17
3256,Customer 3256,customer3256@example.com,DE,2019-05-27,Basic,7454.83
3257,Customer 3257,customer3257@example.com,FR,2019-09-22,Premium,8814.25
3258,Customer 3258,customer3258@example.com,AU,2021-10-30,Standard,9499.93
3259,Customer 3259,customer3259@example.com,US,2022-04-12,Standard,1217.09
3260,Customer 3260,customer3260@example.com,FR,2022-10-11,Basic,1767.71
3261,Customer 3261,customer3261@example.com,CA,2023-06-19,Standard,2323.87
3262,Customer 3262,customer3262@example.com,US,2018-12-29,Basic,6072.83
3263,Customer 3263,customer3263@example.com,IN,2022-01-25,Premium,8706.68
3264,Customer 3264,customer3264@example.com,CA,2023-07-19,Basic,9636.12
3265,Customer 3265,customer3265@example.com,FR,2018-08-21,Basic,1141.38
3266,Customer 3266,customer3266@example.com,AU,2021-02-21,Basic,7351.18
3267,Customer 3267,customer3267@example.com,DE,2023-09-12,Standard,4254.49
3268,Customer 3268,customer3268@example.com,AU,2020-10-26,Standard,922.62
3269,Customer 3269,customer3269@example.com,US,2023-06-12,Premium,5899.26
3270,Customer 3270,customer3270@example.com,UK,2024-08-18,Standard,6689.72
3271,Customer 3271,customer3271@example.com,US,2023-06-22,Basic,6105.74
3272,Customer 3272,customer3272@example.com,IN,2022-03-20,Basic,5237.77
3273,Customer 3273,customer3273@example.com,CA,2022-04-17,Premium,6056.46
3274,Customer 3274,customer3274@example.com,IN,2019-02-08,Basic,1039.64
3275,Customer 3275,customer3275@example.com,AU,2020-09-04,Standard,5843.21
3276,Customer 3276,customer3276@example.com,CA,2024-10-09,Standard,8171.31
3277,Customer 3277,customer3277@example.com,CA,2018-06-13,Standard,6506.18
3278,Customer 3278,customer3278@example.com,FR,2023-03-03,Basic,8647.77
3279,Customer 3279,customer3279@example.com,US,2022-06-22,Basic,7469.42
3280,Customer 3280,customer3280@example.com,FR,2018-04-16,Premium,5712.61
3281,Customer 3281,customer3281@example.com,US,2021-09-09,Premium,2993.54
3282,Customer 3282,customer3282@example.com,FR,2018-04-27,Basic,4620.57
3283,Customer 3283,customer3283@example.com,DE,2022-01-08,Basic,3506.09
3284,Customer 3284,customer3284@example.com,UK,2021-02-07,Standard,7858.73
3285,Customer 3285,customer3285@example.com,DE,2023-02-20,Basic,9910.66
3286,Customer 3286,customer3286@example.com,DE,2019-10-20,Premium,5628.93
3287,Customer 3287,customer3287@example.com,AU,2024-02-20,Basic,3286.62
3288,Customer 3288,customer3288@example.com,FR,2021-11-28,Premium,8462.73
3289,Customer 3289,customer3289@example.com,AU,2018-12-31,Standard,3582.87
3290,Customer 3290,customer3290@example.com,IN,2020-07-21,Standard,8303.96
3291,Customer 3291,customer3291@example.com,US,2019-01-06,Basic,4120.05
3292,Customer 3292,customer3292@example.com,IN,2023-07-30,Basic,1943.30
3293,Customer 3293,customer3293@example.com,FR,2020-04-08,Standard,8574.16
3294,Customer 3294,customer3294@example.com,FR,2021-12-07,Standard,8078.39
3295,Customer 3295,customer3295@example.com,DE,2019-10-15,Premium,3295.32
3296,Customer 3296,customer3296@example.com,US,2020-02-17,Basic,3174.22
3297,Customer 3297,customer3297@example.com,IN,2024-04-14,Standard,7592.03
3298,Customer 3298,customer3298@example.com,IN,2019-12-30,Standard,6222.86
3299,Customer 3299,customer3299@example.com,US,2020-03-24,Premium,996.37
3300,Customer 3300,customer3300@example.com,IN,2022-07-16,Standard,1543.08
3301,Customer 3301,customer3301@example.com,DE,2023-12-23,Standard,4027.89
3302,Customer 3302,customer3302@example.com,FR,2019-03-01,Basic,8164.27
3303,Customer 3303,customer3303@example.com,AU,2021-04-18,Basic,5744.06
3304,Customer 3304,customer3304@example.com,US,2021-08-19,Premium,4481.11
3305,Customer 3305,customer3305@example.com,US,2020-10-04,Basic,1634.62
3306,Customer 3306,customer3306@example.com,DE,2018-04-18,Standard,2322.24
3307,Customer 3307,customer3307@example.com,CA,2020-06-15,Premium,8763.85
3308,Customer 3308,customer3308@example.com,FR,2020-06-03,Premium,222.94
3309,Customer 3309,customer3309@example.com,UK,2018-03-27,Basic,4884.41
3310,Customer 3310,customer3310@example.com,FR,2022-08-25,Basic,5557.14
3311,Customer 3311,customer3311@example.com,IN,2020-02-27,Standard,1941.97
3312,Customer 3312,customer3312@example.com,IN,2024-07-07,Standard,6309.83
3313,Customer 3313,customer3313@example.com,FR,2020-12-07,Basic,7988.29
3314,Customer 3314,customer3314@example.com,DE,2020-12-15,Standard,3765.26
3315,Customer 3315,customer3315@example.com,UK,2021-08-04,Basic,3635.03
3316,Customer 3316,customer3316@example.com,CA,2019-07-05,Standard,8613.45
3317,Customer 3317,customer3317@example.com,CA,2020-10-08,Basic,5831.69
3318,Customer 3318,customer3318@example.com,US,2023-09-10,Basic,4809.80
3319,Customer 3319,customer3319@example.com,DE,2019-03-06,Basic,2355.46
3320,Customer 3320,customer3320@example.com,DE,2024-03-19,Premium,4706.34
3321,Customer 3321,customer3321@example.com,IN,2018-08-06,Standard,6226.18
3322,Customer 3322,customer3322@example.com,FR,2024-08-17,Standard,740.11
3323,Customer 3323,customer3323@example.com,UK,2018-04-01,Basic,4539.84
3324,Customer 3324,customer3324@example.com,CA,2018-08-24,Standard,4818.60
3325,Customer 3325,customer3325@example.com,CA,2019-08-29,Premium,6851.87
3326,Customer 3326,customer3326@example.com,US,2021-02-04,Basic,2594.92
3327,Customer 3327,customer3327@example.com,CA,2018-04-23,Basic,6017.61
